100001869684737 : 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
656564229 : 0, 0, 0, 0, 0, 0, 2.08333333333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.16666666667, 4.16666666667, 0, 0, 0, 0, 0, 0, 2.08333333333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08333333333, 0, 0, 0, 0, 0, 2.08333333333, 0, 0, 0, 0, 0, 4.16666666667, 0, 0, 2.08333333333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08333333333, 0, 2.08333333333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08333333333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08333333333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.25, 0, 0, 4.16666666667, 2.08333333333, 0, 2.08333333333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.16666666667, 0, 0, 0, 0, 0, 0, 2.08333333333, 0, 0, 2.08333333333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08333333333, 0, 0, 0, 4.16666666667, 0, 0, 33.3333333333, 0, 0, 0, 0, 0, 0, 2.08333333333, 0, 0, 2.08333333333, 0, 0, 2.08333333333, 0, 0
1249845254 : 0, 0, 0, 0.719424460432, 0, 0, 0.359712230216, 0, 0.359712230216, 0, 0, 0.719424460432, 0.359712230216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.359712230216, 0, 0, 0, 1.07913669065, 0, 0, 0, 0, 0, 0, 0, 3.59712230216, 0.719424460432, 0.359712230216, 0, 0, 0, 0.359712230216, 0.719424460432, 5.75539568345, 1.79856115108, 0, 0.359712230216, 0, 0.359712230216, 0, 0.359712230216, 0.719424460432, 1.43884892086, 0, 0, 0, 0, 0, 0, 0.359712230216, 0.359712230216, 0, 0, 0, 0.359712230216, 0, 0, 0, 0, 0, 0, 5.03597122302, 0, 0, 0, 0, 0, 0.719424460432, 3.59712230216, 0, 0, 0, 2.15827338129, 0, 0, 0, 0, 0.719424460432, 0.359712230216, 0, 0, 1.43884892086, 0, 0, 1.43884892086, 0, 0, 0, 0, 0, 0, 0, 0, 5.39568345324, 0.359712230216, 0, 0, 0.719424460432, 0.359712230216, 0, 0, 0, 0, 0, 0, 0.719424460432, 7.55395683453, 1.07913669065, 1.07913669065, 0, 0.359712230216, 0, 0, 0, 0, 0, 0, 0, 2.51798561151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.359712230216, 0, 0, 0, 0, 0, 6.11510791367, 0, 0, 1.79856115108, 0.359712230216, 0, 0, 0.359712230216, 0, 0.359712230216, 2.87769784173, 0, 0, 2.87769784173, 2.51798561151, 0, 1.43884892086, 0, 1.07913669065, 0, 0, 0.719424460432, 0.359712230216, 0, 0, 0, 0, 0, 0.359712230216, 0, 0.719424460432, 0, 1.43884892086, 0, 0, 0.719424460432, 0, 0.359712230216, 0.719424460432, 0.359712230216, 1.07913669065, 0, 0, 0, 0, 0, 0.359712230216, 0, 0, 0, 2.15827338129, 0, 0, 0, 1.07913669065, 0.359712230216, 0, 5.75539568345, 0.719424460432, 0, 0, 0, 0.359712230216, 0, 0, 0, 0, 3.23741007194, 0, 0, 1.43884892086, 0, 0.359712230216
1296891912 : 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.57142857143, 3.57142857143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.14285714286, 0, 0, 85.7142857143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
100003373531146 : 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12765957447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12765957447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12765957447, 0, 0, 0, 0, 0, 0, 0, 2.12765957447, 2.12765957447, 0, 0, 0, 0, 0, 2.12765957447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12765957447, 2.12765957447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12765957447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14.8936170213, 0, 2.12765957447, 0, 2.12765957447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12.7659574468, 0, 0, 2.12765957447, 0, 0, 0, 0, 2.12765957447, 0, 0, 2.12765957447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10.6382978723, 0, 0, 0, 0, 0, 0, 2.12765957447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.25531914894, 2.12765957447, 0, 2.12765957447, 0, 0, 0, 17.0212765957, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12765957447, 0, 0, 2.12765957447, 0, 0
100000113892013 : 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33.3333333333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33.3333333333, 0, 0, 0, 0, 0, 0, 0, 33.3333333333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1387823120 : 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75438596491, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75438596491, 0, 0, 0, 0, 0, 0, 0, 1.75438596491, 0, 0, 0, 0, 0, 0, 0, 1.75438596491, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.26315789474, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75438596491, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75438596491, 1.75438596491, 0, 0, 0, 0, 0, 0, 0, 0, 1.75438596491, 1.75438596491, 0, 7.01754385965, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75438596491, 0, 0, 0, 0, 0, 0, 0, 12.2807017544, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75438596491, 0, 0, 0, 1.75438596491, 0, 0, 0, 0, 0, 3.50877192982, 0, 0, 3.50877192982, 0, 0, 1.75438596491, 0, 5.26315789474, 0, 0, 0, 0, 0, 0, 1.75438596491, 0, 0, 0, 0, 3.50877192982, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75438596491, 0, 0, 0, 0, 0, 33.3333333333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
100001038458897 : 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.22580645161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.22580645161, 0, 0, 0, 0, 0, 0, 0, 3.22580645161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.22580645161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.22580645161, 3.22580645161, 0, 0, 3.22580645161, 0, 3.22580645161, 0, 0, 0, 0, 0, 0, 3.22580645161, 0, 0, 0, 0, 0, 0, 3.22580645161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.45161290323, 0, 0, 0, 6.45161290323, 0, 0, 0, 0, 0, 0, 0, 0, 6.45161290323, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.22580645161, 0, 0, 0, 0, 0, 0, 0, 3.22580645161, 0, 0, 0, 0, 0, 0, 3.22580645161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.22580645161, 0, 0, 3.22580645161, 0, 0, 0, 0, 0, 3.22580645161, 0, 0, 0, 3.22580645161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.22580645161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.22580645161, 0, 0, 0, 0, 0, 0, 0, 0, 3.22580645161, 0, 12.9032258065, 0, 0, 0, 0, 0, 3.22580645161, 0, 0, 0, 0, 0, 0, 0, 0, 0
100000808214548 : 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12.5, 0, 0, 0, 0, 12.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1444593686 : 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
